,id,nct_id,outcome_type,measure,time_frame,population,description
8342,273333804,NCT04271384,secondary,Major pathological response (MPR),12 weeks after first day of neoadjuvant therapy,,MPR will be defined as <10% of viable tumor cells
8343,272210048,NCT02419976,primary,Electronically characterize what the human breath smells like during a non- fasting state,breath analysis obtained post endoscopic procedure (approximately 10 minutes),,
8344,272807866,NCT03003416,secondary,Percentage of Participants with Disappearance of DME defined by Disappearance of Cyst or Obtaining a Normal Retinal Thickness,Month 24,,
8345,272950872,NCT02114138,other,chronic kidney disease (CKD),12 months post-discharge from the hospital.,,This outcome will be assessed using urinary microalbumin/creatinine ratio (dipstick) mailed to study participants to urinate on and send back to the study team in provided shipping material at 12 months post-discharge from the hospital.
8346,273767297,NCT06249438,secondary,The decline of autoantibodies or other disease specific biomarkers,Throughout the first 24 months follow up period completion (3 years),,
8347,272438342,NCT05257278,secondary,Changes in functional performance for Patients undergoing upper extremity surgery,"preoperatively, 6 weeks and 3 months post-surgery",,"Mean changes in functional performance from baseline to week 6 and month 3 after surgery according to the Quick Disability of Arm, Shoulder and Hand score (QuickDASH). The QuickDASH,is a subset of 11 items from the 30-item Disability of Arm, Shoulder and Hand score and is a self-reported questionnaire. The response options are presented as 5-point Likert scales. At least 10 of the 11 items must be completed for a score to be calculated and the scores range from 0 (no disability) to 100 (most severe disability). This score was designed be useful in patients with any musculoskeletal disorder of the upper limb."
8348,271691178,NCT04054284,other,Total Proteins,At enrollment (baseline) and at the end of the intervention (at 12 weeks).,,Blood concentration of Total Proteins (g/L)
8349,272330899,NCT02551159,secondary,Progression Free Survival (PFS) in the PD-L1 TC/IC High Subgroup,"Tumor assessments (per RECIST 1.1) every 6 weeks for the first 24 weeks relative to the date of randomization and then every 8 weeks thereafter, up to approximately 4 years",,"Time from the date of randomization until the date of objective disease progression or death (by any cause in the absence of progression). Progression is defined using Response Evaluation Criteria in Solid Tumours criteria (RECIST v1.1), as ≥20% increase in the sum of target lesions, or a measurable increase in a non-target lesion, or the appearance of new lesions"
8350,271470077,NCT04385199,secondary,All-cause Mortality,28 days,,All-cause overall deaths at end of trial at 28 days
8351,273702635,NCT02633254,primary,Time to peak,three months,,"The main endpoint of this feasibility study is the manipulation of perfusion in the type 3 uterine fibroid. The perfusion will be assessed by comparing the results of dynamic contrast-enhanced MRI (DCE-MRI) before and after treatment and after three months, i.e. the time to peak values. Data will be analyzed using Philips IntelliSpace Portal."
8352,271937550,NCT02736825,secondary,Number of Participants With Overall Aesthetic Improvement as Assessed by SGAIS at Day 365,Day 365,,"Overall aesthetic improvement was assessed by participants using SGAIS. Each participant completed a SGAIS. The SGAIS was 5-point scale (1-5), where: 1 (very much improved); 2 (much improved); 3 (improved); 4 (no change); 5 (worse)."
8353,274008324,NCT00724880,secondary,death,within 30 days (+/- 5 days) after surgery,,
8354,273192215,NCT03581370,secondary,Number of days without artificial ventilation,at Day 28,,The number of days without artificial ventilation
8355,271603674,NCT05463640,other,Percentage of subjects disengaged from transfusion,Up to 2 years after ADGRE2 CAR-T infusion,,Percentage of baseline transfusion-dependent subjects who were discharged from transfusion after cell transfusion.
8356,272376953,NCT04726111,secondary,Number of immunoglobulins in maternal and fetal blood,Delivery Day 0 - Day 1,,
8357,271567713,NCT03086330,secondary,Change in Biochemistry: Total Bilirubin,"Week 0, week 30",,"Change from baseline (week 0) in total bilirubin was evaluated at week 30. Results are based on the on-treatment observation period, which started at the date of first dose of trial product and ended at the last date on trial product + 7 days."
8358,273128521,NCT01702168,primary,OSC,up to 5 years,,"The Organizational Social Context (OSC) measures the following domains: structure, culture, psychological and organizational climate, and work attitudes. The OSC measurement system is a validated measure guided by a model of social context that composes both organizational(structure and culture) and individual (work attitudes and behavior) level constructs, including individual and shared perceptions (psychological and organizational climate) that are believed to mediate the impact of the organization on the individual. The OSC measurement system includes 105 items that form 16 first order factors and seven second order factors confirmed in national samples of social and mental health service organizations. These factors are grouped by the domains of structure, culture, psychological and organizational climate, and work attitudes."
8359,272211107,NCT02451605,secondary,Patient satisfaction,at day 1,,"Questionnaire of patient felling and satisfaction. Choice within gradual felling : bad, middle, good, excellent"
8360,274096577,NCT03442569,secondary,Toxicity of Treatment,Up to 36 month,,The number of treatment-emergent grade 3 and 4 toxicities as defined by National Cancer Institute - Common Terminology Criteria for Adverse Events (NCI CTCAE v4.03)
8361,274242881,NCT00094770,secondary,Change From Baseline in Body Weight at Week 104,Baseline and Week 104,,Change from baseline at Week 104 is defined as Week 104 minus Week 0.
8362,273334294,NCT03939923,primary,Time to Extubation,0 minutes of study drug to 3 days after study drug administration,,"Time to extubation: West Virginia University Hospitals use an electronic medical record (EMR) to chart ""procedure stop."" The definition for ""time to extubation"" is from the time the investigators chart ""procedure stop"" to the time of ""extubation""."
8363,271473662,NCT02123368,primary,MRI WORMS protocol score at 12 months,12 months,,MRI WORMS protocol score at 12 months
8364,272011332,NCT02457910,secondary,Pharmacokinetic Profile,Approximately 4 months,,Pharmacokinetic sampling will occur in the phase Ib portion and in 10 patients in the phase II portion
8365,272737468,NCT02983136,secondary,Hand hygiene and Aseptic techniques,"At baseline, 6, 12 and 18 month after the start of the intervention",,"Adherence to hand hygiene guidelines and aseptic techniques will be measured using a pre-tested and modified version of the World Health Organisation's observational tool (11). The form has been modified to match the OR context (12). An opportunity for hand hygiene is defined as a situation requiring hand disinfection in accordance with national and local guidelines (13). A hand hygiene application is defined as the use of an alcohol-based hand rub in relation to an opportunity. The amount of product used and the duration of its application will not be recorded. Adherence will be recorded in relation to professional category and type of indication. Based on power estimation of 90% power with an alpha level of 5% and an estimated difference before and after the intervention of 10% between the study sites and time periods, 100 care procedures requiring HH and AT will be observed at each time point for each department"
8366,274028569,NCT02378246,secondary,"Selenium in the mother, 2nd trimester",26±2 weeks (pregnancy),,"Selenium, serum"
8367,273651440,NCT00618709,primary,Safety assessed by: ECG results,24 weeks,,
8368,272595912,NCT05000190,secondary,"Errors of commission after acute dosing (single dose on Day 1, the first of 28 daily doses)","Change from pre-dose baseline to 1 hour, 2 hours and 3 hours post dose (baseline Day 1)",,Attention performance during the (CPT)-III
8369,273455719,NCT00477542,secondary,• Assessment of the toxicity of the combination of clofarabine and busulfan • Assess clofarabine and busulfan pharmacokinetics with combination therapy • Describe the response rate • Describe relapse rate and event-free survival,1 year,,
8370,272306219,NCT04809935,secondary,Clinical success rate,"2 weeks, 4 weeks, 8 weeks, 12 weeks, 24 weeks",,Decrease of pain level by 30% from pre-procedural baseline
8371,273280061,NCT00108615,secondary,Effects of pioglitazone and metformin on beta cell responsiveness,4 yr,,
8372,272581836,NCT05109000,primary,Erythema,Time Post-Injection: 48 hours,,"Intensity by visual objective assessment: none (0), mild (1), moderate (2), intense (3)"
8373,273661798,NCT04865536,primary,Safety assessment - Cardiac monitoring,"through study completion, 12 weeks.",,Safety 12-lead ECGs including ECG QT interval will be recorded and printed for on-site review by the Principal Investigator or designee.
